"E","E0","tau","tp","nn","nn0","n_lib","n_pred","rmse","te","ete","pval","n_surr","effect_var","cause_var","cond_var","fdr"
1,0,1,0,4,3,103,103,0.713566571714068,0.255146611300981,0.203423321587491,0.038,2000,"mean_height_diff","PRO_Taxa00037","clim_cum_7days_temp, clim_cum_7days_sunlihg_hours",0.500195652173913
2,1,1,-2,5,4,90,90,0.672065292510628,0.146509197694839,0.135534492570403,0.0135,2000,"mean_height_diff","PRO_Taxa00038","clim_cum_7days_temp, clim_cum_7days_sunlihg_hours",0.343662162162162
2,1,1,-1,5,4,99,99,0.56883546076138,0.115439000688878,0.046765609175673,0.259,2000,"mean_height_diff","PRO_Taxa00038","clim_cum_7days_temp, clim_cum_7days_sunlihg_hours",0.891048295454546
2,1,1,0,5,4,94,94,0.490038107184734,0.108365028815722,0.088848270208677,0.0395,2000,"mean_height_diff","PRO_Taxa00038","clim_cum_7days_temp, clim_cum_7days_sunlihg_hours",0.507079505300353
3,2,1,-2,6,5,90,90,0.511246576522978,0.0258700507081654,0.0176584714697198,0.1225,2000,"mean_height_diff","PRO_Taxa00039","clim_cum_7days_temp, clim_cum_7days_sunlihg_hours",0.742975792988314
3,2,1,-1,6,5,90,90,0.513790327141201,-0.0960662910115971,0,1,2000,"mean_height_diff","PRO_Taxa00039","clim_cum_7days_temp, clim_cum_7days_sunlihg_hours",1
3,2,1,0,6,5,85,85,0.46582970389048,0.0231191245020747,0.0216015509133918,0.0275,2000,"mean_height_diff","PRO_Taxa00039","clim_cum_7days_temp, clim_cum_7days_sunlihg_hours",0.42333686440678
1,0,1,-2,4,3,90,90,0.851051977968788,0.0980375236789395,0.0450433494653799,0.2205,2000,"mean_height_diff","PRO_Taxa00040","clim_cum_7days_temp, clim_cum_7days_sunlihg_hours",0.838823560209424
1,0,1,-1,4,3,99,99,0.40655547213155,0.78833038461925,0.743400652022592,0,2000,"mean_height_diff","PRO_Taxa00040","clim_cum_7days_temp, clim_cum_7days_sunlihg_hours",0
1,0,1,0,4,3,103,103,0.444018103147427,0.667567291226513,0.625096908212202,0,2000,"mean_height_diff","PRO_Taxa00040","clim_cum_7days_temp, clim_cum_7days_sunlihg_hours",0
2,1,1,-2,5,4,90,90,1.05772597151556,-0.106174973151267,0,1,2000,"mean_height_diff","PRO_Taxa00041","clim_cum_7days_temp, clim_cum_7days_sunlihg_hours",1
2,1,1,-1,5,4,99,99,1.02644094698829,0.0104558198485596,0,0.5695,2000,"mean_height_diff","PRO_Taxa00041","clim_cum_7days_temp, clim_cum_7days_sunlihg_hours",1
2,1,1,0,5,4,94,94,0.722426972281097,-0.0472401895221802,0,1,2000,"mean_height_diff","PRO_Taxa00041","clim_cum_7days_temp, clim_cum_7days_sunlihg_hours",1
2,1,1,-2,5,4,90,90,0.085094859343672,-0.0718815442692957,0,1,2000,"mean_height_diff","PRO_Taxa00042","clim_cum_7days_temp, clim_cum_7days_sunlihg_hours",1
2,1,1,-1,5,4,99,99,0.930321257693644,-0.0201245844883378,0,1,2000,"mean_height_diff","PRO_Taxa00042","clim_cum_7days_temp, clim_cum_7days_sunlihg_hours",1
2,1,1,0,5,4,94,94,0.98794986904531,-0.120245720459063,0,1,2000,"mean_height_diff","PRO_Taxa00042","clim_cum_7days_temp, clim_cum_7days_sunlihg_hours",1
3,2,1,-2,6,5,90,90,0.369501806374725,-0.0232162408562004,0,1,2000,"mean_height_diff","PRO_Taxa00043","clim_cum_7days_temp, clim_cum_7days_sunlihg_hours",1
