"query","superkingdom","kingdom","subkingdom","phylum","subphylum","class","subclass","superorder","order","suborder","family","subfamily","tribe","subtribe","genus","species"
"OTU01931","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycotina","Agaricomycetes","","","Polyporales","","Irpicaceae","","","","",""
"OTU01932","","","","","","","","","","","","","","","",""
"OTU01933","","","","","","","","","","","","","","","",""
"OTU01934","","","","","","","","","","","","","","","",""
"OTU01935","","","","","","","","","","","","","","","",""
"OTU01936","","","","","","","","","","","","","","","",""
"OTU01937","","","","","","","","","","","","","","","",""
"OTU01938","","","","","","","","","","","","","","","",""
"OTU01939","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycotina","Agaricomycetes","","","Russulales","","Hericiaceae","","","","Pseudowrightoporia","Pseudowrightoporia oblongispora"
"OTU01940","Eukaryota","Fungi","Dikarya","Ascomycota","Pezizomycotina","Sordariomycetes","Hypocreomycetidae","","Hypocreales","","","","","","",""
"OTU01941","Eukaryota","Fungi","","Blastocladiomycota","","Blastocladiomycetes","","","Blastocladiales","","Catenariaceae","","","","Catenaria",""
"OTU01942","","","","","","","","","","","","","","","",""
"OTU01943","","","","","","","","","","","","","","","",""
"OTU01944","","","","","","","","","","","","","","","",""
"OTU01945","Eukaryota","","","","","","","","","","","","","","",""
"OTU01946","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU01947","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU01948","","","","","","","","","","","","","","","",""
"OTU01949","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycotina","Agaricomycetes","","","Polyporales","","Phanerochaetaceae","","","","Phlebiopsis","Phlebiopsis castanea"
"OTU01950","","","","","","","","","","","","","","","",""
"OTU01951","","","","","","","","","","","","","","","",""
"OTU01952","","","","","","","","","","","","","","","",""
"OTU01953","","","","","","","","","","","","","","","",""
"OTU01954","","","","","","","","","","","","","","","",""
"OTU01955","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU01956","Eukaryota","Viridiplantae","","Chlorophyta","","Chlorophyceae","","","Chlamydomonadales","","","","","","",""
"OTU01957","","","","","","","","","","","","","","","",""
"OTU01958","Eukaryota","Fungi","Dikarya","Ascomycota","Pezizomycotina","Leotiomycetes","","","","","","","","","",""
"OTU01959","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycotina","Agaricomycetes","","","Trechisporales","","","","","","",""
"OTU01960","","","","","","","","","","","","","","","",""
"OTU01961","Eukaryota","","","","","","","","","","","","","","",""
"OTU01962","","","","","","","","","","","","","","","",""
"OTU01963","","","","","","","","","","","","","","","",""
"OTU01964","Eukaryota","","","Oomycota","","","","","Saprolegniales","","Saprolegniaceae","","","","Dictyuchus",""
"OTU01965","","","","","","","","","","","","","","","",""
"OTU01966","Eukaryota","Fungi","","","","","","","","","","","","","","fungal sp."
"OTU01967","","","","","","","","","","","","","","","",""
"OTU01968","","","","","","","","","","","","","","","",""
"OTU01969","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycotina","Agaricomycetes","Agaricomycetidae","","Agaricales","Schizophyllineae","Schizophyllaceae","","","","Henningsomyces",""
"OTU01970","","","","","","","","","","","","","","","",""
"OTU01971","","","","","","","","","","","","","","","",""
"OTU01972","Eukaryota","","","Oomycota","","","","","","","","","","","",""
"OTU01973","Eukaryota","Fungi","Dikarya","Ascomycota","Pezizomycotina","Dothideomycetes","Pleosporomycetidae","","Pleosporales","Massarineae","Didymosphaeriaceae","","","","",""
"OTU01974","","","","","","","","","","","","","","","",""
"OTU01975","Eukaryota","Fungi","Dikarya","Ascomycota","Pezizomycotina","Dothideomycetes","Pleosporomycetidae","","Pleosporales","","Shiraiaceae","","","","",""
"OTU01976","Eukaryota","","","Oomycota","","","","","Pythiales","","Pythiaceae","","","","",""
"OTU01977","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycotina","Agaricomycetes","","","Polyporales","","Meripilaceae","","","","Physisporinus","Physisporinus sp."
"OTU01978","","","","","","","","","","","","","","","",""
"OTU01979","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycotina","Agaricomycetes","","","Polyporales","","Steccherinaceae","","","","Antrodiella",""
"OTU01980","","","","","","","","","","","","","","","",""
"OTU01981","Eukaryota","","","Oomycota","","","","","Pythiales","","Pythiaceae","","","","Pythium",""
"OTU01982","","","","","","","","","","","","","","","",""
"OTU01983","","","","","","","","","","","","","","","",""
"OTU01984","","","","","","","","","","","","","","","",""
"OTU01985","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU01986","","","","","","","","","","","","","","","",""
"OTU01987","","","","","","","","","","","","","","","",""
"OTU01988","","","","","","","","","","","","","","","",""
"OTU01989","","","","","","","","","","","","","","","",""
"OTU01990","","","","","","","","","","","","","","","",""
"OTU01991","","","","","","","","","","","","","","","",""
"OTU01992","","","","","","","","","","","","","","","",""
"OTU01993","","","","","","","","","","","","","","","",""
"OTU01994","","","","","","","","","","","","","","","",""
"OTU01995","Eukaryota","Fungi","Dikarya","Ascomycota","Pezizomycotina","Sordariomycetes","Sordariomycetidae","","Diaporthales","","","","","","",""
"OTU01996","","","","","","","","","","","","","","","",""
"OTU01997","Eukaryota","","","Oomycota","","","","","","","","","","","",""
"OTU01998","Eukaryota","Fungi","Dikarya","Ascomycota","Pezizomycotina","Dothideomycetes","Pleosporomycetidae","","Pleosporales","Massarineae","Didymosphaeriaceae","","","","Paraphaeosphaeria","Paraphaeosphaeria sp."
"OTU01999","","","","","","","","","","","","","","","",""
"OTU02000","","","","","","","","","","","","","","","",""
"OTU02001","","","","","","","","","","","","","","","",""
"OTU02002","","","","","","","","","","","","","","","",""
"OTU02003","Eukaryota","Fungi","","","","","","","","","","","","","","fungal sp."
"OTU02004","Eukaryota","","","Oomycota","","","","","Pythiales","","Pythiaceae","","","","Pythium",""
"OTU02005","","","","","","","","","","","","","","","",""
"OTU02006","","","","","","","","","","","","","","","",""
"OTU02007","","","","","","","","","","","","","","","",""
"OTU02008","","","","","","","","","","","","","","","",""
"OTU02009","","","","","","","","","","","","","","","",""
"OTU02010","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycotina","Agaricomycetes","","","Hymenochaetales","","","","","","",""
"OTU02011","","","","","","","","","","","","","","","",""
"OTU02012","","","","","","","","","","","","","","","",""
"OTU02013","Eukaryota","Fungi","Dikarya","Ascomycota","Pezizomycotina","Dothideomycetes","Pleosporomycetidae","","Pleosporales","Pleosporineae","Phaeosphaeriaceae","","","","",""
"OTU02014","Eukaryota","Fungi","Dikarya","Ascomycota","Pezizomycotina","Dothideomycetes","Pleosporomycetidae","","Pleosporales","","Torulaceae","","","","Torula",""
"OTU02015","Eukaryota","Fungi","","","","","","","","","","","","","","fungal sp."
"OTU02016","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU02017","","","","","","","","","","","","","","","",""
"OTU02018","","","","","","","","","","","","","","","",""
"OTU02019","","","","","","","","","","","","","","","",""
"OTU02020","Eukaryota","Viridiplantae","","Chlorophyta","","Chlorophyceae","","","Chlamydomonadales","","","","","","",""
"OTU02021","","","","","","","","","","","","","","","",""
"OTU02022","Eukaryota","Fungi","","","","","","","","","","","","","","fungal sp."
"OTU02023","","","","","","","","","","","","","","","",""
"OTU02024","Eukaryota","Fungi","","","","","","","","","","","","","","fungal sp."
"OTU02025","","","","","","","","","","","","","","","",""
"OTU02026","","","","","","","","","","","","","","","",""
"OTU02027","","","","","","","","","","","","","","","",""
"OTU02028","","","","","","","","","","","","","","","",""
"OTU02029","","","","","","","","","","","","","","","",""
"OTU02030","","","","","","","","","","","","","","","",""
"OTU02031","","","","","","","","","","","","","","","",""
"OTU02032","","","","","","","","","","","","","","","",""
"OTU02033","","","","","","","","","","","","","","","",""
"OTU02034","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycotina","Agaricomycetes","","","Polyporales","","Incrustoporiaceae","","","","Skeletocutis",""
"OTU02035","","","","","","","","","","","","","","","",""
"OTU02036","","","","","","","","","","","","","","","",""
"OTU02037","","","","","","","","","","","","","","","",""
"OTU02038","","","","","","","","","","","","","","","",""
"OTU02039","","","","","","","","","","","","","","","",""
"OTU02040","Eukaryota","","","Oomycota","","","","","","","","","","","",""
"OTU02041","","","","","","","","","","","","","","","",""
"OTU02042","","","","","","","","","","","","","","","",""
"OTU02043","","","","","","","","","","","","","","","",""
"OTU02044","","","","","","","","","","","","","","","",""
"OTU02045","","","","","","","","","","","","","","","",""
"OTU02046","Eukaryota","Fungi","Dikarya","","","","","","","","","","","","",""
"OTU02047","Eukaryota","Fungi","","Chytridiomycota","","Chytridiomycetes","","","","","","","","","",""
"OTU02048","","","","","","","","","","","","","","","",""
"OTU02049","Eukaryota","","","Oomycota","","","","","","","","","","","",""
"OTU02050","","","","","","","","","","","","","","","",""
"OTU02051","Eukaryota","Fungi","","Chytridiomycota","","Chytridiomycetes","","","Chytridiales","","Chytriomycetaceae","","","","",""
"OTU02052","","","","","","","","","","","","","","","",""
"OTU02053","","","","","","","","","","","","","","","",""
"OTU02054","","","","","","","","","","","","","","","",""
"OTU02055","","","","","","","","","","","","","","","",""
"OTU02056","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycotina","Agaricomycetes","Agaricomycetidae","","Agaricales","Marasmiineae","Omphalotaceae","","","","",""
"OTU02057","","","","","","","","","","","","","","","",""
"OTU02058","","","","","","","","","","","","","","","",""
"OTU02059","Eukaryota","Fungi","","","","","","","","","","","","","","fungal sp."
"OTU02060","","","","","","","","","","","","","","","",""
"OTU02061","","","","","","","","","","","","","","","",""
"OTU02062","","","","","","","","","","","","","","","",""
"OTU02063","","","","","","","","","","","","","","","",""
"OTU02064","","","","","","","","","","","","","","","",""
"OTU02065","","","","","","","","","","","","","","","",""
"OTU02066","Eukaryota","Fungi","","","","","","","","","","","","","","fungal sp."
"OTU02067","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU02068","Eukaryota","Fungi","","","","","","","","","","","","","","fungal sp."
"OTU02069","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycotina","Agaricomycetes","","","Polyporales","","Phanerochaetaceae","","","","Rhizochaete",""
"OTU02070","Eukaryota","Fungi","Dikarya","Ascomycota","Pezizomycotina","Dothideomycetes","Pleosporomycetidae","","Venturiales","","","","","","",""
"OTU02071","","","","","","","","","","","","","","","",""
"OTU02072","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU02073","","","","","","","","","","","","","","","",""
"OTU02074","Eukaryota","","","Oomycota","","","","","","","","","","","",""
"OTU02075","Eukaryota","Fungi","","Chytridiomycota","","Chytridiomycetes","","","Zygophlyctidales","","Zygophlyctidaceae","","","","Zygophlyctis",""
"OTU02076","","","","","","","","","","","","","","","",""
"OTU02077","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycotina","Agaricomycetes","","","Polyporales","","Phanerochaetaceae","","","","Phanerochaete",""
"OTU02078","","","","","","","","","","","","","","","",""
"OTU02079","","","","","","","","","","","","","","","",""
"OTU02080","","","","","","","","","","","","","","","",""
"OTU02081","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycotina","Agaricomycetes","","","Polyporales","","Irpicaceae","","","","Ceriporia",""
"OTU02082","Eukaryota","Fungi","","","","","","","","","","","","","","fungal sp."
"OTU02083","","","","","","","","","","","","","","","",""
"OTU02084","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycotina","Agaricomycetes","","","Polyporales","","Hyphodermataceae","","","","Hyphoderma","Hyphoderma sp. EYu-2015a"
"OTU02085","Eukaryota","","","Cercozoa","","","","","Cercomonadida","","Cercomonadidae","","","","Paracercomonas",""
"OTU02086","","","","","","","","","","","","","","","",""
"OTU02087","","","","","","","","","","","","","","","",""
"OTU02088","","","","","","","","","","","","","","","",""
"OTU02089","","","","","","","","","","","","","","","",""
"OTU02090","","","","","","","","","","","","","","","",""
"OTU02091","","","","","","","","","","","","","","","",""
"OTU02092","","","","","","","","","","","","","","","",""
"OTU02093","","","","","","","","","","","","","","","",""
"OTU02094","","","","","","","","","","","","","","","",""
"OTU02095","","","","","","","","","","","","","","","",""
"OTU02096","Eukaryota","Fungi","Dikarya","","","","","","","","","","","","",""
"OTU02097","","","","","","","","","","","","","","","",""
"OTU02098","","","","","","","","","","","","","","","",""
"OTU02099","","","","","","","","","","","","","","","",""
"OTU02100","","","","","","","","","","","","","","","",""
"OTU02101","Eukaryota","","","Oomycota","","","","","","","","","","","",""
"OTU02102","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycotina","Agaricomycetes","","","","","","","","","",""
"OTU02103","Eukaryota","Fungi","Dikarya","Ascomycota","Pezizomycotina","","","","","","","","","","",""
"OTU02104","Eukaryota","","","Oomycota","","","","","Pythiales","","Pythiaceae","","","","",""
"OTU02105","","","","","","","","","","","","","","","",""
"OTU02106","Eukaryota","Fungi","","","","","","","","","","","","","","fungal sp."
"OTU02107","","","","","","","","","","","","","","","",""
"OTU02108","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycotina","Agaricomycetes","Agaricomycetidae","","Agaricales","Marasmiineae","Omphalotaceae","","","","Mycetinis",""
