"query","superkingdom","kingdom","subkingdom","phylum","subphylum","class","subclass","superorder","order","suborder","family","subfamily","tribe","subtribe","genus","species"
"OTU01536","","","","","","","","","","","","","","","",""
"OTU01537","","","","","","","","","","","","","","","",""
"OTU01538","Eukaryota","Fungi","","","","","","","","","","","","","","fungal sp."
"OTU01539","","","","","","","","","","","","","","","",""
"OTU01540","","","","","","","","","","","","","","","",""
"OTU01541","Eukaryota","","","Oomycota","","","","","Pythiales","","Pythiaceae","","","","Pythium","Pythium porphyrae"
"OTU01542","","","","","","","","","","","","","","","",""
"OTU01543","","","","","","","","","","","","","","","",""
"OTU01544","","","","","","","","","","","","","","","",""
"OTU01545","","","","","","","","","","","","","","","",""
"OTU01546","Eukaryota","Fungi","Dikarya","","","","","","","","","","","","",""
"OTU01547","Eukaryota","Fungi","Dikarya","Basidiomycota","Ustilaginomycotina","Ustilaginomycetes","","","Ustilaginales","","Ustilaginaceae","","","","",""
"OTU01548","","","","","","","","","","","","","","","",""
"OTU01549","","","","","","","","","","","","","","","",""
"OTU01550","","","","","","","","","","","","","","","",""
"OTU01551","","","","","","","","","","","","","","","",""
"OTU01552","","","","","","","","","","","","","","","",""
"OTU01553","","","","","","","","","","","","","","","",""
"OTU01554","","","","","","","","","","","","","","","",""
"OTU01555","","","","","","","","","","","","","","","",""
"OTU01556","","","","","","","","","","","","","","","",""
"OTU01557","","","","","","","","","","","","","","","",""
"OTU01558","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU01559","","","","","","","","","","","","","","","",""
"OTU01560","","","","","","","","","","","","","","","",""
"OTU01561","","","","","","","","","","","","","","","",""
"OTU01562","Eukaryota","","","","","","","","","","","","","","",""
"OTU01563","","","","","","","","","","","","","","","",""
"OTU01564","Eukaryota","Fungi","","Chytridiomycota","","Chytridiomycetes","","","","","","","","","",""
"OTU01565","Eukaryota","Fungi","","","","","","","","","","","","","","fungal sp."
"OTU01566","","","","","","","","","","","","","","","",""
"OTU01567","","","","","","","","","","","","","","","",""
"OTU01568","Eukaryota","Fungi","","","","","","","","","","","","","","fungal sp."
"OTU01569","","","","","","","","","","","","","","","",""
"OTU01570","Eukaryota","Fungi","Dikarya","Ascomycota","Pezizomycotina","Sordariomycetes","Hypocreomycetidae","","Hypocreales","","Bionectriaceae","","","","Clonostachys",""
"OTU01571","","","","","","","","","","","","","","","",""
"OTU01572","Eukaryota","","","","","Synurophyceae","","","Synurales","","","","","","",""
"OTU01573","","","","","","","","","","","","","","","",""
"OTU01574","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU01575","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU01576","Eukaryota","Fungi","Dikarya","Ascomycota","Pezizomycotina","Dothideomycetes","Pleosporomycetidae","","Pleosporales","Massarineae","Morosphaeriaceae","","","","Acrocalymma",""
"OTU01577","Eukaryota","Fungi","","Chytridiomycota","","Chytridiomycetes","","","","","","","","","",""
"OTU01578","","","","","","","","","","","","","","","",""
"OTU01579","","","","","","","","","","","","","","","",""
"OTU01580","","","","","","","","","","","","","","","",""
"OTU01581","","","","","","","","","","","","","","","",""
"OTU01582","","","","","","","","","","","","","","","",""
"OTU01583","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU01584","","","","","","","","","","","","","","","",""
"OTU01585","","","","","","","","","","","","","","","",""
"OTU01586","","","","","","","","","","","","","","","",""
"OTU01587","","","","","","","","","","","","","","","",""
"OTU01588","","","","","","","","","","","","","","","",""
"OTU01589","","","","","","","","","","","","","","","",""
"OTU01590","","","","","","","","","","","","","","","",""
"OTU01591","","","","","","","","","","","","","","","",""
"OTU01592","Eukaryota","Fungi","Dikarya","","","","","","","","","","","","",""
"OTU01593","Eukaryota","Fungi","","Chytridiomycota","","Chytridiomycetes","","","Zygophlyctidales","","Zygophlyctidaceae","","","","Zygophlyctis","Zygophlyctis sp."
"OTU01594","","","","","","","","","","","","","","","",""
"OTU01595","","","","","","","","","","","","","","","",""
"OTU01596","","","","","","","","","","","","","","","",""
"OTU01597","","","","","","","","","","","","","","","",""
"OTU01598","","","","","","","","","","","","","","","",""
"OTU01599","","","","","","","","","","","","","","","",""
"OTU01600","","","","","","","","","","","","","","","",""
"OTU01601","","","","","","","","","","","","","","","",""
"OTU01602","Eukaryota","Fungi","","Chytridiomycota","","Chytridiomycetes","","","Cladochytriales","","Nowakowskiellaceae","","","","Nowakowskiella",""
"OTU01603","Eukaryota","Fungi","Dikarya","","","","","","","","","","","","",""
"OTU01604","","","","","","","","","","","","","","","",""
"OTU01605","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycotina","Agaricomycetes","","","Polyporales","","Steccherinaceae","","","","Nigroporus","Nigroporus vinosus"
"OTU01606","","","","","","","","","","","","","","","",""
"OTU01607","","","","","","","","","","","","","","","",""
"OTU01608","","","","","","","","","","","","","","","",""
"OTU01609","","","","","","","","","","","","","","","",""
"OTU01610","Eukaryota","Fungi","Dikarya","Basidiomycota","Pucciniomycotina","Microbotryomycetes","","","","","Chrysozymaceae","","","","Sampaiozyma","Sampaiozyma ingeniosa"
"OTU01611","Eukaryota","","","","","","","","","","","","","","",""
"OTU01612","Eukaryota","Fungi","Dikarya","Ascomycota","Pezizomycotina","Sordariomycetes","Hypocreomycetidae","","Hypocreales","","","","","","",""
"OTU01613","Eukaryota","","","Oomycota","","","","","Pythiales","","Pythiaceae","","","","Pythium",""
"OTU01614","Eukaryota","Fungi","","","","","","","","","","","","","","fungal sp."
"OTU01615","","","","","","","","","","","","","","","",""
"OTU01616","","","","","","","","","","","","","","","",""
"OTU01617","","","","","","","","","","","","","","","",""
"OTU01618","","","","","","","","","","","","","","","",""
"OTU01619","Eukaryota","Metazoa","","Porifera","","Demospongiae","Heteroscleromorpha","","Spongillida","","Spongillidae","","","","Eunapius",""
"OTU01620","","","","","","","","","","","","","","","",""
"OTU01621","","","","","","","","","","","","","","","",""
"OTU01622","Eukaryota","Fungi","","","","","","","","","","","","","","fungal sp."
"OTU01623","","","","","","","","","","","","","","","",""
"OTU01624","Eukaryota","","","Oomycota","","","","","","","","","","","",""
"OTU01625","","","","","","","","","","","","","","","",""
"OTU01626","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycotina","Agaricomycetes","","","Polyporales","","Meripilaceae","","","","Rigidoporus","Rigidoporus sp."
"OTU01627","","","","","","","","","","","","","","","",""
"OTU01628","Eukaryota","","","Oomycota","","","","","Saprolegniales","","Saprolegniaceae","","","","Achlya",""
"OTU01629","","","","","","","","","","","","","","","",""
"OTU01630","","","","","","","","","","","","","","","",""
"OTU01631","","","","","","","","","","","","","","","",""
"OTU01632","","","","","","","","","","","","","","","",""
"OTU01633","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycotina","Agaricomycetes","","","Auriculariales","","Exidiaceae","","","","Exidia","Exidia glandulosa"
"OTU01634","","","","","","","","","","","","","","","",""
"OTU01635","Eukaryota","","","Oomycota","","","","","Saprolegniales","","Saprolegniaceae","","","","",""
"OTU01636","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycotina","Agaricomycetes","","","","","","","","","",""
"OTU01637","","","","","","","","","","","","","","","",""
"OTU01638","","","","","","","","","","","","","","","",""
"OTU01639","","","","","","","","","","","","","","","",""
"OTU01640","","","","","","","","","","","","","","","",""
"OTU01641","","","","","","","","","","","","","","","",""
"OTU01642","","","","","","","","","","","","","","","",""
"OTU01643","","","","","","","","","","","","","","","",""
"OTU01644","","","","","","","","","","","","","","","",""
"OTU01645","","","","","","","","","","","","","","","",""
"OTU01646","Eukaryota","","","Oomycota","","","","","Pythiales","","Pythiaceae","","","","Pythium",""
"OTU01647","","","","","","","","","","","","","","","",""
"OTU01648","Eukaryota","Fungi","Dikarya","Basidiomycota","Pucciniomycotina","Microbotryomycetes","","","Microbotryales","","","","","","",""
"OTU01649","","","","","","","","","","","","","","","",""
"OTU01650","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU01651","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU01652","Eukaryota","","","Oomycota","","","","","","","","","","","",""
"OTU01653","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU01654","Eukaryota","Fungi","Dikarya","Ascomycota","Pezizomycotina","","","","","","","","","","",""
"OTU01655","Eukaryota","Fungi","","","","","","","","","","","","","","fungal sp."
"OTU01656","","","","","","","","","","","","","","","",""
"OTU01657","Eukaryota","Fungi","","Cryptomycota","","","","","","","","","","","","Cryptomycota sp."
"OTU01658","","","","","","","","","","","","","","","",""
"OTU01659","Eukaryota","","","Oomycota","","","","","Pythiales","","Pythiaceae","","","","Pythium","Pythium myriotylum"
"OTU01660","","","","","","","","","","","","","","","",""
"OTU01661","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU01662","","","","","","","","","","","","","","","",""
"OTU01663","","","","","","","","","","","","","","","",""
"OTU01664","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU01665","","","","","","","","","","","","","","","",""
"OTU01666","","","","","","","","","","","","","","","",""
"OTU01667","","","","","","","","","","","","","","","",""
"OTU01668","Eukaryota","Fungi","","","","","","","","","","","","","","fungal sp."
"OTU01669","Eukaryota","Fungi","","","","","","","","","","","","","","fungal sp."
"OTU01670","","","","","","","","","","","","","","","",""
"OTU01671","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU01672","","","","","","","","","","","","","","","",""
"OTU01673","","","","","","","","","","","","","","","",""
"OTU01674","","","","","","","","","","","","","","","",""
"OTU01675","","","","","","","","","","","","","","","",""
"OTU01676","","","","","","","","","","","","","","","",""
"OTU01677","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU01678","Eukaryota","","","Oomycota","","","","","Peronosporales","","Peronosporaceae","","","","Phytophthora","Phytophthora emzansi"
"OTU01679","","","","","","","","","","","","","","","",""
"OTU01680","","","","","","","","","","","","","","","",""
"OTU01681","","","","","","","","","","","","","","","",""
"OTU01682","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycotina","Agaricomycetes","","","","","","","","","",""
"OTU01683","","","","","","","","","","","","","","","",""
"OTU01684","","","","","","","","","","","","","","","",""
"OTU01685","Eukaryota","Fungi","Dikarya","Ascomycota","Pezizomycotina","Dothideomycetes","","","","","","","","","",""
"OTU01686","","","","","","","","","","","","","","","",""
"OTU01687","","","","","","","","","","","","","","","",""
"OTU01688","","","","","","","","","","","","","","","",""
"OTU01689","Eukaryota","Fungi","Dikarya","Ascomycota","Pezizomycotina","Dothideomycetes","Pleosporomycetidae","","Pleosporales","","Lophiostomataceae","","","","",""
"OTU01690","","","","","","","","","","","","","","","",""
"OTU01691","","","","","","","","","","","","","","","",""
"OTU01692","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU01693","","","","","","","","","","","","","","","",""
"OTU01694","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU01695","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycotina","Agaricomycetes","","","Corticiales","","Corticiaceae","","","","Waitea","Waitea circinata"
"OTU01696","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU01697","","","","","","","","","","","","","","","",""
"OTU01698","","","","","","","","","","","","","","","",""
"OTU01699","","","","","","","","","","","","","","","",""
"OTU01700","Eukaryota","Fungi","Dikarya","Basidiomycota","Ustilaginomycotina","Ustilaginomycetes","","","Ustilaginales","","Ustilaginaceae","","","","",""
"OTU01701","","","","","","","","","","","","","","","",""
"OTU01702","","","","","","","","","","","","","","","",""
"OTU01703","","","","","","","","","","","","","","","",""
"OTU01704","","","","","","","","","","","","","","","",""
"OTU01705","Eukaryota","","","","","","","","","","","","","","",""
"OTU01706","Bacteria","","","Pseudomonadota","","Betaproteobacteria","","","Burkholderiales","","Comamonadaceae","","","","Limnohabitans",""
"OTU01707","","","","","","","","","","","","","","","",""
"OTU01708","Eukaryota","","","Ciliophora","Intramacronucleata","Oligohymenophorea","Scuticociliatia","","Pleuronematida","","Cyclidiidae","","","","",""
"OTU01709","","","","","","","","","","","","","","","",""
"OTU01710","Eukaryota","Viridiplantae","","Chlorophyta","","Chlorophyceae","","","Chlamydomonadales","","Chlamydomonadaceae","","","","Chlamydomonas",""
"OTU01711","Eukaryota","","","","","","","","","","","","","","",""
"OTU01712","","","","","","","","","","","","","","","",""
"OTU01713","","","","","","","","","","","","","","","",""
"OTU01714","","","","","","","","","","","","","","","",""
"OTU01715","","","","","","","","","","","","","","","",""
"OTU01716","Eukaryota","Fungi","Dikarya","Basidiomycota","Ustilaginomycotina","Ustilaginomycetes","","","Ustilaginales","","Ustilaginaceae","","","","",""
"OTU01717","","","","","","","","","","","","","","","",""
"OTU01718","Eukaryota","Fungi","","","","","","","","","","","","","","fungal sp."
"OTU01719","","","","","","","","","","","","","","","",""
"OTU01720","","","","","","","","","","","","","","","",""
"OTU01721","","","","","","","","","","","","","","","",""
"OTU01722","","","","","","","","","","","","","","","",""
"OTU01723","","","","","","","","","","","","","","","",""
"OTU01724","","","","","","","","","","","","","","","",""
"OTU01725","","","","","","","","","","","","","","","",""
"OTU01726","Eukaryota","","","Ciliophora","Intramacronucleata","Spirotrichea","Stichotrichia","","Sporadotrichida","","","","","","",""
"OTU01727","Eukaryota","Fungi","Dikarya","Basidiomycota","","","","","","","","","","","",""
"OTU01728","","","","","","","","","","","","","","","",""
"OTU01729","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU01730","Eukaryota","","","Oomycota","","","","","","","","","","","",""
"OTU01731","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU01732","","","","","","","","","","","","","","","",""
"OTU01733","","","","","","","","","","","","","","","",""
"OTU01734","","","","","","","","","","","","","","","",""
"OTU01735","","","","","","","","","","","","","","","",""
"OTU01736","","","","","","","","","","","","","","","",""
"OTU01737","","","","","","","","","","","","","","","",""
"OTU01738","","","","","","","","","","","","","","","",""
"OTU01739","Eukaryota","Fungi","","","","","","","","","","","","","","fungal sp."
"OTU01740","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU01741","","","","","","","","","","","","","","","",""
"OTU01742","","","","","","","","","","","","","","","",""
"OTU01743","","","","","","","","","","","","","","","",""
"OTU01744","","","","","","","","","","","","","","","",""
"OTU01745","","","","","","","","","","","","","","","",""
"OTU01746","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU01747","Eukaryota","","","","","Synurophyceae","","","Synurales","","Mallomonadaceae","","","","Mallomonas",""
"OTU01748","Eukaryota","","","Oomycota","","","","","Pythiales","","Pythiaceae","","","","",""
"OTU01749","","","","","","","","","","","","","","","",""
"OTU01750","Eukaryota","","","Oomycota","","","","","Pythiales","","Pythiaceae","","","","",""
"OTU01751","","","","","","","","","","","","","","","",""
"OTU01752","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycotina","Agaricomycetes","","","Hymenochaetales","","Trichaptaceae","","","","Trichaptum","Trichaptum byssogenum"
"OTU01753","","","","","","","","","","","","","","","",""
"OTU01754","","","","","","","","","","","","","","","",""
"OTU01755","","","","","","","","","","","","","","","",""
"OTU01756","","","","","","","","","","","","","","","",""
"OTU01757","","","","","","","","","","","","","","","",""
"OTU01758","Eukaryota","Fungi","Dikarya","Basidiomycota","Pucciniomycotina","Cystobasidiomycetes","","","","","","","","","Sakaguchia",""
"OTU01759","","","","","","","","","","","","","","","",""
"OTU01760","Eukaryota","Fungi","","Chytridiomycota","","Chytridiomycetes","","","Mesochytriales","","","","","","",""
"OTU01761","","","","","","","","","","","","","","","",""
"OTU01762","","","","","","","","","","","","","","","",""
"OTU01763","","","","","","","","","","","","","","","",""
"OTU01764","","","","","","","","","","","","","","","",""
"OTU01765","Eukaryota","Fungi","","Chytridiomycota","","Chytridiomycetes","","","Zygophlyctidales","","Zygophlyctidaceae","","","","Zygophlyctis","Zygophlyctis sp."
"OTU01766","","","","","","","","","","","","","","","",""
"OTU01767","","","","","","","","","","","","","","","",""
"OTU01768","Eukaryota","","","Oomycota","","","","","","","","","","","",""
"OTU01769","Eukaryota","Fungi","","","","","","","","","","","","","","fungal sp."
"OTU01770","Eukaryota","Fungi","","Chytridiomycota","","Chytridiomycetes","","","Zygophlyctidales","","Zygophlyctidaceae","","","","Zygophlyctis","Zygophlyctis sp."
"OTU01771","Eukaryota","","","Oomycota","","","","","Lagenidiales","","Lagenidiaceae","","","","Lagenidium",""
"OTU01772","Eukaryota","Fungi","","Chytridiomycota","","Chytridiomycetes","","","Rhizophydiales","","","","","","",""
"OTU01773","","","","","","","","","","","","","","","",""
"OTU01774","","","","","","","","","","","","","","","",""
"OTU01775","","","","","","","","","","","","","","","",""
"OTU01776","","","","","","","","","","","","","","","",""
"OTU01777","Eukaryota","Fungi","Dikarya","Ascomycota","Pezizomycotina","Dothideomycetes","","","","","","","","","",""
"OTU01778","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycotina","Agaricomycetes","","","Polyporales","","Steccherinaceae","","","","Steccherinum","Steccherinum ochraceum"
"OTU01779","Eukaryota","Fungi","Dikarya","","","","","","","","","","","","",""
"OTU01780","Eukaryota","","","Oomycota","","","","","","","","","","","",""
"OTU01781","","","","","","","","","","","","","","","",""
"OTU01782","","","","","","","","","","","","","","","",""
"OTU01783","Eukaryota","Fungi","Dikarya","Ascomycota","Pezizomycotina","Dothideomycetes","Pleosporomycetidae","","Pleosporales","Massarineae","Dictyosporiaceae","","","","Dictyosporium","Dictyosporium sp."
"OTU01784","Eukaryota","Fungi","","","","","","","","","","","","","","fungal sp."
"OTU01785","","","","","","","","","","","","","","","",""
"OTU01786","","","","","","","","","","","","","","","",""
"OTU01787","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycotina","Tremellomycetes","","","Filobasidiales","","Filobasidiaceae","","","","Naganishia",""
"OTU01788","","","","","","","","","","","","","","","",""
"OTU01789","","","","","","","","","","","","","","","",""
"OTU01790","","","","","","","","","","","","","","","",""
"OTU01791","","","","","","","","","","","","","","","",""
"OTU01792","","","","","","","","","","","","","","","",""
"OTU01793","","","","","","","","","","","","","","","",""
"OTU01794","","","","","","","","","","","","","","","",""
"OTU01795","","","","","","","","","","","","","","","",""
"OTU01796","","","","","","","","","","","","","","","",""
"OTU01797","","","","","","","","","","","","","","","",""
"OTU01798","Eukaryota","Fungi","","Chytridiomycota","","Chytridiomycetes","","","Rhizophydiales","","","","","","","Rhizophydiales sp."
"OTU01799","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU01800","","","","","","","","","","","","","","","",""
"OTU01801","","","","","","","","","","","","","","","",""
"OTU01802","","","","","","","","","","","","","","","",""
"OTU01803","","","","","","","","","","","","","","","",""
"OTU01804","","","","","","","","","","","","","","","",""
"OTU01805","","","","","","","","","","","","","","","",""
"OTU01806","Eukaryota","","","","","Synurophyceae","","","Synurales","","","","","","",""
"OTU01807","Eukaryota","Fungi","Dikarya","Ascomycota","Pezizomycotina","Leotiomycetes","","","Helotiales","","Tricladiaceae","","","","",""
"OTU01808","","","","","","","","","","","","","","","",""
"OTU01809","Eukaryota","","","","","Chrysophyceae","","","Chromulinales","","Chromulinaceae","","","","",""
"OTU01810","","","","","","","","","","","","","","","",""
"OTU01811","","","","","","","","","","","","","","","",""
"OTU01812","Eukaryota","Fungi","","","","","","","","","","","","","","fungal sp."
"OTU01813","","","","","","","","","","","","","","","",""
"OTU01814","","","","","","","","","","","","","","","",""
"OTU01815","","","","","","","","","","","","","","","",""
"OTU01816","","","","","","","","","","","","","","","",""
"OTU01817","Eukaryota","","","Oomycota","","","","","","","","","","","",""
"OTU01818","","","","","","","","","","","","","","","",""
"OTU01819","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU01820","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU01821","Eukaryota","","","Oomycota","","","","","","","","","","","",""
"OTU01822","","","","","","","","","","","","","","","",""
"OTU01823","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU01824","Eukaryota","Fungi","Dikarya","Basidiomycota","","","","","","","","","","","",""
"OTU01825","Eukaryota","Viridiplantae","","Chlorophyta","","Chlorophyceae","","","Sphaeropleales","","Sphaeropleaceae","","","","",""
"OTU01826","","","","","","","","","","","","","","","",""
"OTU01827","Eukaryota","Fungi","","","","","","","","","","","","","","fungal sp."
"OTU01828","","","","","","","","","","","","","","","",""
"OTU01829","","","","","","","","","","","","","","","",""
"OTU01830","","","","","","","","","","","","","","","",""
"OTU01831","","","","","","","","","","","","","","","",""
"OTU01832","","","","","","","","","","","","","","","",""
"OTU01833","","","","","","","","","","","","","","","",""
"OTU01834","","","","","","","","","","","","","","","",""
"OTU01835","","","","","","","","","","","","","","","",""
"OTU01836","","","","","","","","","","","","","","","",""
"OTU01837","","","","","","","","","","","","","","","",""
"OTU01838","","","","","","","","","","","","","","","",""
"OTU01839","","","","","","","","","","","","","","","",""
"OTU01840","","","","","","","","","","","","","","","",""
"OTU01841","","","","","","","","","","","","","","","",""
"OTU01842","","","","","","","","","","","","","","","",""
"OTU01843","","","","","","","","","","","","","","","",""
"OTU01844","","","","","","","","","","","","","","","",""
"OTU01845","Eukaryota","Fungi","","","","","","","","","","","","","","fungal sp."
"OTU01846","","","","","","","","","","","","","","","",""
"OTU01847","Eukaryota","","","Bacillariophyta","","Bacillariophyceae","","","Cymbellales","","Gomphonemataceae","","","","Gomphonema","Gomphonema parvulum"
"OTU01848","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU01849","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU01850","Eukaryota","Fungi","Dikarya","Ascomycota","","","","","","","","","","","",""
"OTU01851","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU01852","","","","","","","","","","","","","","","",""
"OTU01853","","","","","","","","","","","","","","","",""
"OTU01854","","","","","","","","","","","","","","","",""
"OTU01855","","","","","","","","","","","","","","","",""
"OTU01856","","","","","","","","","","","","","","","",""
"OTU01857","","","","","","","","","","","","","","","",""
"OTU01858","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycotina","Agaricomycetes","","","Auriculariales","","","","","","",""
"OTU01859","","","","","","","","","","","","","","","",""
"OTU01860","","","","","","","","","","","","","","","",""
"OTU01861","","","","","","","","","","","","","","","",""
"OTU01862","","","","","","","","","","","","","","","",""
"OTU01863","Eukaryota","Fungi","","","","","","","","","","","","","","fungal sp."
"OTU01864","","","","","","","","","","","","","","","",""
"OTU01865","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU01866","","","","","","","","","","","","","","","",""
"OTU01867","","","","","","","","","","","","","","","",""
"OTU01868","","","","","","","","","","","","","","","",""
"OTU01869","","","","","","","","","","","","","","","",""
"OTU01870","","","","","","","","","","","","","","","",""
"OTU01871","","","","","","","","","","","","","","","",""
"OTU01872","Eukaryota","Fungi","Dikarya","Ascomycota","Pezizomycotina","","","","","","","","","","",""
"OTU01873","Eukaryota","Fungi","Dikarya","Ascomycota","Pezizomycotina","Eurotiomycetes","Eurotiomycetidae","","Eurotiales","","Aspergillaceae","","","","Penicillium",""
"OTU01874","","","","","","","","","","","","","","","",""
"OTU01875","","","","","","","","","","","","","","","",""
"OTU01876","Eukaryota","","","","","","","","","","","","","","",""
"OTU01877","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycotina","Agaricomycetes","Agaricomycetidae","","Agaricales","Tricholomatineae","Entolomataceae","","","","Entoloma",""
"OTU01878","","","","","","","","","","","","","","","",""
"OTU01879","","","","","","","","","","","","","","","",""
"OTU01880","Eukaryota","Fungi","Dikarya","Ascomycota","Pezizomycotina","Sordariomycetes","Xylariomycetidae","","Xylariales","","Xylariaceae","","","","Rosellinia",""
"OTU01881","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycotina","Agaricomycetes","","","Polyporales","","Polyporaceae","","","","Pilatotrama","Pilatotrama ljubarskyi"
"OTU01882","","","","","","","","","","","","","","","",""
"OTU01883","","","","","","","","","","","","","","","",""
"OTU01884","Eukaryota","Fungi","","Chytridiomycota","","Chytridiomycetes","","","Rhizophydiales","","","","","","","Rhizophydiales sp."
"OTU01885","Eukaryota","Fungi","Dikarya","Ascomycota","Pezizomycotina","","","","","","","","","","",""
"OTU01886","","","","","","","","","","","","","","","",""
"OTU01887","","","","","","","","","","","","","","","",""
"OTU01888","","","","","","","","","","","","","","","",""
"OTU01889","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU01890","","","","","","","","","","","","","","","",""
"OTU01891","","","","","","","","","","","","","","","",""
"OTU01892","","","","","","","","","","","","","","","",""
"OTU01893","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycotina","Agaricomycetes","","","Polyporales","","Gelatoporiaceae","","","","Gelatoporia","Gelatoporia subvermispora"
"OTU01894","","","","","","","","","","","","","","","",""
"OTU01895","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycotina","Agaricomycetes","","","Corticiales","","Corticiaceae","","","","Tubulicium",""
"OTU01896","Eukaryota","Fungi","Dikarya","Basidiomycota","Ustilaginomycotina","Exobasidiomycetes","","","Tilletiales","","Tilletiaceae","","","","Tilletia","Tilletia horrida"
"OTU01897","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycotina","Agaricomycetes","","","Polyporales","","Incrustoporiaceae","","","","Skeletocutis","Skeletocutis kuehneri"
"OTU01898","","","","","","","","","","","","","","","",""
"OTU01899","","","","","","","","","","","","","","","",""
"OTU01900","","","","","","","","","","","","","","","",""
"OTU01901","","","","","","","","","","","","","","","",""
"OTU01902","","","","","","","","","","","","","","","",""
"OTU01903","","","","","","","","","","","","","","","",""
"OTU01904","","","","","","","","","","","","","","","",""
"OTU01905","","","","","","","","","","","","","","","",""
"OTU01906","","","","","","","","","","","","","","","",""
"OTU01907","","","","","","","","","","","","","","","",""
"OTU01908","","","","","","","","","","","","","","","",""
"OTU01909","Eukaryota","","","Oomycota","","","","","Myzocytiopsidales","","Myzocytiopsidaceae","","","","Myzocytiopsis",""
"OTU01910","Eukaryota","Fungi","Dikarya","Ascomycota","Pezizomycotina","Sordariomycetes","","","","","","","","","",""
"OTU01911","","","","","","","","","","","","","","","",""
"OTU01912","","","","","","","","","","","","","","","",""
"OTU01913","","","","","","","","","","","","","","","",""
"OTU01914","","","","","","","","","","","","","","","",""
"OTU01915","","","","","","","","","","","","","","","",""
"OTU01916","","","","","","","","","","","","","","","",""
"OTU01917","","","","","","","","","","","","","","","",""
"OTU01918","Eukaryota","Metazoa","","Cnidaria","","Hydrozoa","Hydroidolina","","Anthoathecata","Filifera","","","","","",""
"OTU01919","","","","","","","","","","","","","","","",""
"OTU01920","Eukaryota","Fungi","Dikarya","Basidiomycota","Pucciniomycotina","Microbotryomycetes","","","Microbotryales","","","","","","",""
"OTU01921","","","","","","","","","","","","","","","",""
"OTU01922","Eukaryota","","","Oomycota","","","","","Pythiales","","Pythiaceae","","","","Pythium","Pythium insidiosum"
"OTU01923","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycotina","Agaricomycetes","","","Polyporales","","Polyporaceae","","","","Lopharia","Lopharia mirabilis"
"OTU01924","","","","","","","","","","","","","","","",""
"OTU01925","Eukaryota","","","","","Synurophyceae","","","Synurales","","Mallomonadaceae","","","","",""
"OTU01926","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycotina","Agaricomycetes","","","Russulales","","Peniophoraceae","","","","Peniophora",""
"OTU01927","Eukaryota","Fungi","","","","","","","","","","","","","","fungal sp."
"OTU01928","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycotina","Agaricomycetes","","","Polyporales","","Meruliaceae","","","","Phlebia","Phlebia brevispora"
"OTU01929","Eukaryota","","","","","Synurophyceae","","","Synurales","","Mallomonadaceae","","","","",""
"OTU01930","","","","","","","","","","","","","","","",""
