"","Sample_Name2","Site","date","Time","Week","plot","treatment","sample_nc","filt045_ml","filt022_ml","pH","EC","TDS","Temp.","WaterLevel..cm.","Comment","PRO_dada2_input","PRO_dada2_prop","PRO_STD_all","PRO_NonSTD_all","PRO_STD_prop","PRO_STD_r2","PRO_STD_coef","PRO_dna_copy_sum","ITS_dada2_input","ITS_dada2_prop","ITS_STD_all","ITS_NonSTD_all","ITS_STD_prop","ITS_STD_r2","ITS_STD_coef","ITS_dna_copy_sum","COI_dada2_input","COI_dada2_prop","COI_STD_all","COI_NonSTD_all","COI_STD_prop","COI_STD_r2","COI_STD_coef","COI_dna_copy_sum","EUK_dada2_input","EUK_dada2_prop","EUK_STD_all","EUK_NonSTD_all","EUK_STD_prop","EUK_STD_r2","EUK_STD_coef","EUK_dna_copy_sum"
"S125","S125","Ogura","2017-06-21","9:54",4,"P09","CN","sample",100,30,7.94,0.12,0.06,20.7,"High","heavy rain",13468,0.814671814671815,1150,9822,0.104812249362012,0.976916918839702,0.0132347169811321,2473796.76094899,13964,0.825551417931825,1257,10271,0.109038861901457,0.992696957365423,1.70141509433962,20122.4655761944,61591,0.972366092448572,68,59821,0.00113543388602247,0.937847692442591,0.717888563049853,83329.0890522881,23362,0.968110606968581,693,21924,0.0306406685236769,0.977853971836434,0.360395108184384,202777.447141736
"S126","S126","Ogura","2017-06-28","9:43",5,"P09","CN","sample",50,30,7.04,0.21,0.1,25.2,"High","rain",13956,0.844224706219547,407,11375,0.034544219996605,0.973746341805226,0.00469509433962264,8075805.06885276,10005,0.751024487756122,1241,6273,0.165158371040724,0.980998525604139,1.51820754716981,13772.8204809545,57390,0.978985886042865,2003,54181,0.0356507190659262,0.953573205347914,21.8397653958944,4961.68333476565,33555,0.963701385784533,2156,30181,0.0666728515323005,0.995576711015856,1.12122295390405,89726.4303973048
"S127","S127","Ogura","2017-07-05","9:34",6,"P09","CN","sample",50,30,6.93,0.18,0.09,26.3,"High","rain",11814,0.801760622989673,302,9170,0.0318834459459459,0.989834295204217,0.00337735849056604,9050465.54934798,14845,0.607611990569215,985,8035,0.10920177383592,0.979716152605932,1.21198113207547,22098.8038712022,69442,0.979421675642983,1187,66826,0.0174525458368253,0.99706713549553,12.561642228739,10639.691655461,32389,0.981012071999753,728,31046,0.022911814691257,0.996605898824442,0.380809031044214,271754.759552038
"S128","S128","Ogura","2017-07-12","9:29",7,"P09","CN","sample",50,30,6.99,0.26,0.11,31.1,"Med","cloudy",14123,0.837923953834171,802,11032,0.0677708298124049,0.976234827750131,0.00930867924528302,3950435.11161549,11988,0.444110777444111,1692,3632,0.317806160781367,0.995414606902387,2.29103773584906,5284.35934390229,51048,0.982016925246826,1501,48629,0.0299421504089368,0.924315179392468,15.6330791788856,6221.29517077854,15229,0.969334821721715,365,14397,0.0247256469313101,0.98877634549152,0.202916274694261,236501.483541959
"S129","S129","Ogura","2017-07-19","9:31",8,"P09","CN","sample",50,30,6.97,0.23,0.12,29.7,"Low (1 cm)","sunny",19217,0.882916167976271,455,16512,0.026816761949667,0.940453121898443,0.00548528301886793,10034122.1794169,20065,0.803638175928233,1353,14772,0.083906976744186,0.988904554199366,1.73481132075472,28383.490129969,36447,0.980217850577551,1833,33893,0.0513071712478307,0.934415754965096,19.4768328445748,3480.33997831846,50888,0.976634963056123,497,49202,0.010000201211292,0.997819731167945,0.257121354656632,637857.041806924
"S130","S130","Ogura","2017-08-09","9:00",11,"P09","CN","sample",50,30,7.29,0.09,0.05,25.6,"NoInfo","Sampling = Shiojiri-san",18069,0.833803752282915,1561,13505,0.103610779238019,0.978811860153585,0.0180483018867925,2494232.80644523,10419,0.749688069872349,1616,6195,0.206887722442709,0.989373294889856,2.1388679245283,9654.64008468591,79097,0.979392391620415,1277,76190,0.0164844385351182,0.88603585594229,13.4991202346041,11288.1430309349,38773,0.973925154102081,1049,36713,0.0277792489804565,0.998763132567364,0.546980244590781,223731.419693638
"S131","S131","Ogura","2017-08-16","8:30",12,"P09","CN","sample",50,30,7.27,0.16,0.08,25.2,"NoInfo","Sampling = Sugiyama-san",17907,0.776735354889149,825,13084,0.0593141131641383,0.982224734260153,0.00944,4620056.49717529,21670,0.765020766035994,1697,14881,0.102364579563277,0.981700837641576,2.12056603773585,23391.5532224101,87919,0.959690169360434,2774,81601,0.032877037037037,0.929413929226653,30.5173020527859,5347.85151445268,61650,0.964931062449311,3832,55656,0.0644163528778913,0.991321873352405,2.10124176857949,88290.6492599471
"S132","S132","Ogura","2017-08-23","9:30",13,"P09","CN","sample",100,30,7.38,0.17,0.09,28.8,"Med","sunny/cloudy",19274,0.745045138528588,1261,13099,0.0878133704735376,0.948576084018445,0.0154233962264151,2830980.4593203,24370,0.795773491998359,1927,17466,0.0993657505285412,0.9801531321003,2.6588679245283,21896.5370422936,59954,0.957350635487207,1187,56210,0.0206805233723017,0.978237205702099,12.8966568914956,4358.49386960631,39654,0.966359005396681,3157,35163,0.0823851774530271,0.99568496260119,1.71499529633114,68344.2107688243
"S133","S133","Ogura","2017-05-31","9:10",1,"P10","CN","sample",100,30,9.11,0.48,0.24,27.5,"Med","",20605,0.868866779907789,241,17662,0.0134614310450762,0.975293344504057,0.0027222641509434,21626605.6741519,17674,0.810569197691524,1448,12878,0.10107496858858,0.98725557893389,1.87679245283019,22872.3568245033,40895,0.966719647878714,1967,37567,0.0497546415743411,0.910254008809214,21.1781818181818,1773.8538804945,65625,0.977904761904762,860,63315,0.0134008570315543,0.99674780057931,0.451251175917216,467699.61224149
"S134","S134","Ogura","2017-06-07","9:25",2,"P10","CN","sample",50,30,7.63,0.3,0.15,21,"Med","rain",22704,0.79435341789993,954,17081,0.052897144441364,0.914011855402628,0.0120656603773585,4718901.81605881,51535,0.879266517900456,2135,43178,0.0471167214706596,0.924899987767862,3.03047169811321,47493.1565129864,83768,0.980004297583803,7096,74997,0.086438551399023,0.914539507671331,76.3870967741935,1963.60388513515,75026,0.969823794417935,1815,70947,0.0249443390780902,0.99694202594584,0.928278457196614,254761.917791561
"S135","S135","Ogura","2017-06-14","9:10",3,"P10","CN","sample",40,30,7.79,0.43,0.22,26.6,"Med","sunny",19816,0.761808639483246,862,14234,0.0571012188659248,0.978789660915548,0.00990188679245283,4791679.36991856,77207,0.911406996774904,1788,68579,0.0254096380405588,0.989609873289334,2.49603773584906,91583.818378814,82323,0.981366082382809,1827,78962,0.0226144648405105,0.98170152844328,20.3401759530792,9705.17661476364,45649,0.971237047909045,357,43979,0.0080521472392638,0.985016635595547,0.186904985888993,784337.913562851
"S136","S136","Ogura","2017-06-21","9:54",4,"P10","CN","sample",100,30,7.92,0.12,0.06,20.8,"High","heavy rain",21577,0.785141585948,1249,15692,0.0737264624284281,0.9672710039295,0.0147901886792453,3536578.72803681,37396,0.87635041180875,1026,31746,0.0313072134749176,0.99684006333922,1.37971698113208,76696.8888888885,60888,0.971455787675732,653,58497,0.011039729501268,0.93216412710086,7.4566568914956,7844.93652466646,21563,0.979501924593053,149,20972,0.00705459021826618,0.952537560732802,0.0766886171213547,911565.096499829
"S137","S137","Ogura","2017-06-28","9:43",5,"P10","CN","sample",50,30,7.05,0.21,0.11,25.1,"High","rain",29926,0.819655149368442,1053,23476,0.0429287781809287,0.986256606018624,0.0120430188679245,6497817.04998841,15677,0.662945716654972,2711,7682,0.260848648128548,0.912782612390104,3.71367924528302,6895.22841779924,64113,0.974186202486235,1126,61332,0.0180281148932082,0.935528385053831,12.2510263929619,10012.5488318653,86457,0.970181708826353,5923,77956,0.0706136220031235,0.999841412660059,3.13800564440263,82808.4340118493
"S138","S138","Ogura","2017-07-05","9:34",6,"P10","CN","sample",50,30,6.9,0.17,0.09,26.5,"High","rain",25646,0.829720034313343,924,20355,0.0434230931904695,0.97506870795295,0.0106437735849057,6374618.87541646,20561,0.548611448859491,2150,9130,0.190602836879433,0.989906735901506,2.79641509433962,10882.9813552841,88002,0.977455057839595,1914,84104,0.0222511567346369,0.902758366952327,21.018651026393,8002.79712474329,42016,0.974485910129474,1920,39024,0.0468933177022274,0.996152200749756,1.00252116650988,129752.871406052
"S139","S139","Ogura","2017-07-12","9:29",7,"P10","CN","sample",50,30,7,0.21,0.1,31.2,"Med","cloudy",37206,0.795731871203569,1741,27865,0.0588056475038843,0.974872738791432,0.0203962264150943,4553946.96268893,31378,0.37424310026133,3218,8525,0.274035595674019,0.99373833993085,4.34301886792453,6543.06774408434,68374,0.969842337730716,2608,63704,0.0393292315116419,0.93304519388023,28.0483284457478,4542.44538124396,67241,0.979670141729005,1875,63999,0.0284634301848984,0.996018870754029,1.01608654750706,209952.587723359
"S140","S140","Ogura","2017-07-19","9:31",8,"P10","CN","sample",50,30,6.9,0.23,0.11,29.6,"Low (1 cm)","sunny",23340,0.811268209083119,289,18646,0.0152627409559018,0.971619846521919,0.00332830188679245,18674187.4527584,139458,0.749774125543174,2211,102351,0.0211453491708269,0.994609391432496,2.83990566037736,120134.272331662,28238,0.968977972944259,453,26909,0.016555807324026,0.963213756767764,4.65454545454546,11562.4609375,88173,0.972656028489447,623,85139,0.00726428954548635,0.986234222301508,0.319002822201317,889636.852452593
"S141","S141","Ogura","2017-08-09","9:00",11,"P10","CN","sample",50,30,7.28,0.08,0.04,25.8,"NoInfo","Sampling = Shiojiri-san",30721,0.802382734937014,2336,22314,0.0947667342799189,0.945441769305406,0.0284475471698113,2614636.66993873,27946,0.714628211550848,2160,17811,0.10815682739973,0.963940055475446,2.62264150943396,22637.4820143884,56817,0.920059137230054,1006,51269,0.0192443806791009,0.894011497249262,10.6275659824047,9648.30518763788,112560,0.959497157071784,2553,105448,0.0236386700123147,0.999283472258127,1.32413922859831,265450.434321335
"S142","S142","Ogura","2017-08-16","8:30",12,"P10","CN","sample",50,30,7.26,0.15,0.08,25.1,"NoInfo","Sampling = Sugiyama-san",27098,0.796627057347406,1320,20267,0.0611479130958447,0.963445443104556,0.0156249056603774,4323652.77173989,48550,0.709824922760041,2261,32201,0.0656084963147815,0.857998179720704,2.78556603773585,38533.1617389735,62412,0.952300839582132,1673,57762,0.0281483974089341,0.932125473794653,18.1855718475073,6352.50851437128,84080,0.968208848715509,8174,73233,0.100409055732308,0.997299772978234,4.39087488240828,55594.8430637391
"S143","S143","Ogura","2017-08-23","9:30",13,"P10","CN","sample",100,30,7.38,0.17,0.08,28.8,"Med","sunny/cloudy",20248,0.734986171473726,1200,13682,0.0806343233436366,0.971700389204685,0.0140430188679245,3247639.77714476,34301,0.711845135710329,3030,21387,0.124093869025679,0.990928693979508,3.81405660377359,18691.3848969798,50025,0.967456271864068,1371,47026,0.028328202161291,0.924329655809179,14.8204105571847,3173.05649654904,50336,0.961598061029879,8384,40019,0.173212404189823,0.999466863703437,4.48773283160865,29724.7344421008
